dataset,paradigm,win_ms,n_codes,vocab_size,seed,fold,accuracy,macro_f1,kappa,compression_ratio,mean_token_ms
physionet_mi,Motor Imagery,500,64,4096,789,1,0.24721485411140584,0.2465936551101971,-0.0037703094603358522,1.3283123925268219,3199.548557937723
physionet_mi,Motor Imagery,500,64,4096,789,2,0.27377220480668757,0.2737656129643841,0.0316476360090544,1.3283123925268219,3199.548557937723
physionet_mi,Motor Imagery,500,64,4096,789,3,0.2671633847791378,0.2656232144677138,0.022979061164087655,1.3283123925268219,3199.548557937723
physionet_mi,Motor Imagery,500,64,4096,789,4,0.2818100358422939,0.2814902379724326,0.04223650967776138,1.3283123925268219,3199.548557937723
physionet_mi,Motor Imagery,500,64,4096,2024,0,0.2688629117959617,0.26812865639113437,0.02514284251523302,1.3283123925268219,3199.548557937723
physionet_mi,Motor Imagery,500,64,4096,2024,1,0.26631578947368423,0.2655422866115654,0.021794128401062096,1.3283123925268219,3199.548557937723
physionet_mi,Motor Imagery,500,64,4096,2024,2,0.2714285714285714,0.27150842313459056,0.028604061340007036,1.3283123925268219,3199.548557937723
physionet_mi,Motor Imagery,500,64,4096,2024,3,0.26296490309062337,0.26227373037337537,0.017130200206676327,1.3283123925268219,3199.548557937723
physionet_mi,Motor Imagery,500,64,4096,2024,4,0.25158084914182477,0.2513488716901539,0.002152583753296633,1.3283123925268219,3199.548557937723
sleep_edf,Sleep,250,64,4096,42,0,0.8715032559845914,0.6696433540819053,0.7552400233942491,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,42,1,0.7614176105224698,0.5687059283754822,0.5882612679559911,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,42,2,0.8397299546841764,0.6056689703578917,0.6733259622346716,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,42,3,0.7935004642525534,0.5786883709364742,0.6176598104711639,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,42,4,0.7528019366986461,0.5685833963131139,0.5759099184336615,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,123,0,0.7086213168424882,0.5186008731205115,0.5032654510976406,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,123,1,0.7505938242280285,0.5605903246471077,0.5877355830242732,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,123,2,0.8446610787172012,0.6443863142028213,0.7134741372625109,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,123,3,0.8349426124977227,0.622252996963059,0.6836548863798123,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,123,4,0.8803995680345572,0.6662097114541268,0.7463523258106306,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,456,0,0.8538850574712644,0.6059247161923145,0.6845669861317993,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,456,1,0.7958449500854393,0.5753978612222113,0.6081266536826426,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,456,2,0.8342754852082156,0.651816275335451,0.713697341124558,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,456,3,0.8214868540344515,0.6262139537705197,0.6693093360915263,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,456,4,0.7484701799251073,0.5587256567102263,0.57956789095717,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,789,0,0.6964170581191858,0.49531106454514473,0.48624193983957853,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,789,1,0.8292866553736119,0.6408007037356802,0.6926502017566819,1.302279156098985,23804.420008426918
sleep_edf,Sleep,250,64,4096,789,2,0.8291357129914839,0.6446897722777178,0.6943246212992709,1.302279156098985,23804.420008426918
