method_a,method_b,statistic,p_raw,mean_diff,cohens_dz,p_corrected,significant,dataset,cohens_d
BPE_Bigram_LogReg,PSD_LogReg,0.0,0.0625,-0.08445596774109254,-2.92202255146092,1.0,False,sleep_edf,
BPE_Bigram_LogReg,Patching_LogReg,2.0,0.1875,0.03556961396557019,1.0130603436378116,1.0,False,sleep_edf,
BPE_Bigram_LogReg,VQ_LogReg,0.0,0.0625,-0.14070858254885674,-4.007623672487841,1.0,False,sleep_edf,
BPE_Hist_LogReg,BPE_Hist_RF,0.0,0.0625,-0.06401305385793758,-0.9663219141195705,1.0,False,sleep_edf,
BPE_Hist_LogReg,BPE_Seq_CNN,0.0,0.0625,-0.11185872327416328,-3.7032213877884965,1.0,False,sleep_edf,
BPE_Hist_LogReg,BPE_Seq_CW_Transformer,1.0,0.125,-0.03489641324314814,-0.9897596074598232,1.0,False,sleep_edf,
BPE_Hist_LogReg,BPE_Seq_Transformer,0.0,0.0625,-0.06112477461376076,-1.8310082289693985,1.0,False,sleep_edf,
BPE_Hist_LogReg,BPE_WindowedSeq_CNN,0.0,0.0625,-0.12139553883300425,-3.6027343197022117,1.0,False,sleep_edf,
BPE_Hist_LogReg,BPE_Windowed_LogReg,5.0,0.625,0.006970309074147973,0.06151634122745758,1.0,False,sleep_edf,
BPE_Hist_LogReg,Chronos_Binning,2.0,0.1875,0.0464837465213066,0.8651481771528273,1.0,False,sleep_edf,
BPE_Hist_LogReg,EEGNet,0.0,0.0625,-0.15847605893271752,-3.632381925468274,1.0,False,sleep_edf,
BPE_Hist_LogReg,PSD_LogReg,0.0,0.0625,-0.0762083341966521,-3.116996064928291,1.0,False,sleep_edf,
BPE_Hist_LogReg,Patching_LogReg,3.0,0.3125,0.043817247510010635,0.7747165381703701,1.0,False,sleep_edf,
BPE_Hist_LogReg,VQ_LogReg,0.0,0.0625,-0.1324609490044163,-2.4133667870498066,1.0,False,sleep_edf,
BPE_Hist_RF,BPE_Seq_CNN,2.0,0.1875,-0.0478456694162257,-1.0259523452153996,1.0,False,sleep_edf,
BPE_Hist_RF,BPE_Seq_CW_Transformer,2.0,0.1875,0.029116640614789448,0.7786838710036478,1.0,False,sleep_edf,
BPE_Hist_RF,BPE_Seq_Transformer,6.0,0.8125,0.0028882792441768277,0.055720072348337396,1.0,False,sleep_edf,
BPE_Hist_RF,BPE_WindowedSeq_CNN,1.0,0.125,-0.057382484975066664,-1.1786083772084859,1.0,False,sleep_edf,
BPE_Hist_RF,BPE_Windowed_LogReg,3.0,0.3125,0.07098336293208556,0.7037806592456957,1.0,False,sleep_edf,
BPE_Hist_RF,Chronos_Binning,0.0,0.0625,0.11049680037924418,6.270017219501098,1.0,False,sleep_edf,
BPE_Hist_RF,EEGNet,0.0,0.0625,-0.09446300507477993,-1.5840485724431659,1.0,False,sleep_edf,
BPE_Hist_RF,PSD_LogReg,6.0,0.8125,-0.012195280338714509,-0.21395211169520073,0.8125,False,sleep_edf,
BPE_Hist_RF,Patching_LogReg,0.0,0.0625,0.10783030136794822,6.41603052982413,1.0,False,sleep_edf,
